Id,Label,in_strength,out_strength,out_degree,degree,in_degree_centrality,b,out_degree_centrality,size,closeness_centrality,strength,g,betweenness_centrality,in_degree,page_rank,r,degree_centrality,y,x
n3682,ROACH,0.452689654,0.830985902,17,26,8.47776940467E-4,153,0.0016013564431,10.0,0.00741409113159,1.283675556,153,0.00124891692913,9,2.34482191354E-4,153,0.00244913338357,-392.39655,165.07935
n3683,ROAD,4.941058444,0.853535354,24,89,0.00612283345893,153,0.00226073850791,10.0,0.00724217725314,5.794593798,153,0.00373312033383,65,5.81664114716E-4,153,0.00838357196684,506.6673,-190.25739
n3684,ROAM,0.161395605,0.712328765,15,19,3.76789751319E-4,153,0.00141296156745,10.0,0.00733974200199,0.87372437,153,1.0403869629E-4,4,3.71893665019E-5,153,0.00178975131876,211.28009,486.85272
n3685,ROAR,0.069198262,0.882352963,11,14,2.82592313489E-4,153,0.00103617181613,10.0,0.00740877805963,0.951551225,153,1.65890428901E-4,3,4.23425879566E-5,153,0.00131876412962,338.18262,-156.31235
n3686,ROAST,0.26125805,0.89375,16,24,7.53579502638E-4,153,0.00150715900528,10.0,0.00780734030671,1.15500805,153,1.66227640643E-4,8,5.5309029016E-5,153,0.00226073850791,450.11255,282.4626
n3687,ROB,0.265403353,0.858108093,9,15,5.65184626978E-4,153,8.47776940467E-4,10.0,0.00704867439691,1.123511446,153,1.08440196917E-4,6,8.39712407158E-5,153,0.00141296156745,-449.3995,-237.89789
n4700,UNEMPLOYMENT,0.340442546,0.766666657,16,19,2.82592313489E-4,153,0.00150715900528,10.0,0.00765785722792,1.107109203,153,1.92645518403E-4,3,3.99614772836E-5,153,0.00178975131876,-286.99365,-181.17825
n10209,TWENTY THIRD,0.015873017,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.015873017,153,0.0,1,2.92498235966E-5,153,9.41974378297E-5,-168.24295,288.72772
n1244,DIFFER,0.158049892,0.880281688,18,20,1.88394875659E-4,153,0.00169555388093,10.0,0.00719030409939,1.03833158,153,5.28641522976E-4,2,3.69825692798E-5,153,0.00188394875659,10.955933,506.88745
n3573,REEL,0.317056873,0.918918952,11,14,2.82592313489E-4,153,0.00103617181613,10.0,0.00790386796587,1.235975825,153,2.86097540804E-4,3,7.80865986442E-5,153,0.00131876412962,-457.9193,-202.57233
n1245,DIFFERENCE,0.074168049,0.803030304,25,28,2.82592313489E-4,153,0.00235493594574,10.0,0.00728744772893,0.877198353,153,1.78207531465E-4,3,3.25874303276E-5,153,0.00263752825923,-13.592194,147.04224
n4250,STOMACH,2.363893972,0.858156036,17,39,0.00207234363225,153,0.0016013564431,10.0,0.00760278686954,3.222050008,153,0.0018458349558,22,2.3687493063E-4,153,0.00367370007536,-201.95007,269.7315
n4703,UNFAIR,0.467322189,0.740000013,16,24,7.53579502638E-4,153,0.00150715900528,10.0,0.00758189400739,1.207322202,153,4.26484113245E-4,8,6.26421129908E-5,153,0.00226073850791,-199.42828,164.76031
n3576,REFLECTION,0.398925611,0.923611138,11,13,1.88394875659E-4,153,0.00103617181613,10.0,0.00757558160158,1.322536749,153,1.15521643492E-4,2,1.10964228059E-4,153,0.00122456669179,-447.49423,-476.60532
n1248,DIFFICULTY,0.045893788,0.9004975045,6,9,2.82592313489E-4,153,5.65184626978E-4,10.0,0.00730307537891,0.9463912925,153,1.23037915733E-4,3,3.70704908883E-5,153,8.47776940467E-4,-20.298676,-69.72339
n4705,UNICORN,0.041009026,0.912162169,16,18,1.88394875659E-4,153,0.00150715900528,10.0,0.00801431786109,0.953171195,153,8.93256155623E-5,2,3.48631672392E-5,153,0.00169555388093,-387.2284,-462.22064
n5264,APOSTROPHE,0.013793103,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013793103,153,0.0,1,2.94436603571E-5,153,9.41974378297E-5,-365.34888,94.850586
n1249,DIG,0.710915215,0.835051517,8,25,0.0016013564431,153,7.53579502638E-4,10.0,0.00804375062994,1.545966732,153,1.73220347285E-5,17,1.03090188927E-4,153,0.00235493594574,-73.78253,-65.41266
n3574,REFEREE,0.141642045,0.872483217,19,21,1.88394875659E-4,153,0.00178975131876,10.0,0.00789385258591,1.014125262,153,8.91215137187E-5,2,3.5805734391E-5,153,0.00197814619442,-222.28107,-152.7041
n2793,MOLECULE,0.160273267,0.860000013,8,13,4.70987189148E-4,153,7.53579502638E-4,10.0,0.00804047936797,1.02027328,153,2.4943907489E-4,5,5.20128881507E-5,153,0.00122456669179,410.1236,-411.2072
n3575,REFLECT,0.109598749,0.83108113,13,17,3.76789751319E-4,153,0.00122456669179,10.0,0.00771648407181,0.940679879,153,1.18618667119E-4,4,3.69046401585E-5,153,0.0016013564431,348.91882,463.99103
n7873,LECTURER,0.013513514,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013513514,153,0.0,1,2.92631918407E-5,153,9.41974378297E-5,410.6004,473.3653
n6168,CORNEA,0.02027027,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02027027,153,0.0,1,3.10168823911E-5,153,9.41974378297E-5,293.4331,472.43463
n6169,CORNET,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.9613604471E-5,153,9.41974378297E-5,-194.7959,384.08575
n6166,COPYRIGHT,0.013157895,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013157895,153,0.0,1,2.91525666052E-5,153,9.41974378297E-5,-295.7046,276.1635
n6167,CORN FLAKES,0.020833334,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.020833334,153,0.0,1,3.20345125281E-5,153,9.41974378297E-5,-420.57953,-85.41757
n6164,COPS,0.168261885,0.0,0,5,4.70987189148E-4,153,0.0,10.0,0.0,0.168261885,153,0.0,5,3.49181617768E-5,153,4.70987189148E-4,430.50507,108.22174
n6165,COPULATE,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.93626394404E-5,153,9.41974378297E-5,466.8036,-285.12695
n6162,COPENHAGEN,0.014492754,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.014492754,153,0.0,1,2.97290849967E-5,153,9.41974378297E-5,-226.74377,-247.02168
n4258,STORE,3.907691634,0.823076938,17,80,0.00593443858327,153,0.0016013564431,10.0,0.00730017236919,4.730768572,153,0.00176102176578,63,4.09552373597E-4,153,0.00753579502638,472.34766,270.6773
n6160,COORS,0.011111111,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.011111111,153,0.0,1,4.33622464139E-5,153,9.41974378297E-5,218.41168,-316.14728
n6161,COPE,0.02787761,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.02787761,153,0.0,2,3.11848307468E-5,153,1.88394875659E-4,-42.123566,257.23682
n4259,STORM,1.491759004,0.907975475,12,36,0.00226073850791,153,0.00113036925396,10.0,0.00791922216184,2.399734479,153,5.9299572167E-4,24,2.07911363016E-4,153,0.00339110776187,251.56036,-230.6336
n7877,LEFTOVER,0.020547945,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.020547945,153,0.0,1,2.99340795521E-5,153,9.41974378297E-5,-65.287964,26.851624
n8161,MINIVAN,0.033783782,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.033783782,153,0.0,1,2.9703744922E-5,153,9.41974378297E-5,100.57214,-248.79301
n7875,LEECH,0.025974026,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.025974026,153,0.0,1,2.97723782552E-5,153,9.41974378297E-5,440.9721,124.02576
n7874,LEE,0.13605443,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.13605443,153,0.0,1,3.40046664316E-5,153,9.41974378297E-5,225.4776,-125.8244
n4743,VACANCY,0.071173184,0.873015913,13,15,1.88394875659E-4,153,0.00122456669179,10.0,0.00775276156321,0.944189097,153,1.08156229135E-4,2,3.17078193545E-5,153,0.00141296156745,-52.679962,-247.63435
n8814,POLITENESS,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.92743812949E-5,153,9.41974378297E-5,476.26758,345.33832
n8815,POLITICAL,0.013888889,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013888889,153,0.0,1,2.93905031971E-5,153,9.41974378297E-5,394.21094,-147.43475
n8816,POLK,0.012987013,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.012987013,153,0.0,1,2.92434791552E-5,153,9.41974378297E-5,137.12775,-102.91843
n8817,POLKA,0.067567565,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.067567565,153,0.0,1,3.40041572133E-5,153,9.41974378297E-5,299.49915,-184.30441
n8810,POLAR,0.015,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.015,153,0.0,1,3.19724924141E-5,153,9.41974378297E-5,7.212036,-156.50797
n8811,POLARIS,0.013071896,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013071896,153,0.0,1,2.97465740114E-5,153,9.41974378297E-5,-307.2271,-177.19568
n8812,POLES,0.02,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02,153,0.0,1,2.93955240897E-5,153,9.41974378297E-5,260.1306,-293.3824
n8813,POLICEWOMAN,0.019480519,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.019480519,153,0.0,1,2.94262470457E-5,153,9.41974378297E-5,140.83691,-106.65289
n9267,ROLLER,0.088604358,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.088604358,153,0.0,2,3.50277458356E-5,153,1.88394875659E-4,-271.83093,-470.48856
n8818,POLKADOTS,0.054237912,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.054237912,153,0.0,2,3.07504942992E-5,153,1.88394875659E-4,-404.80585,-225.46518
n8819,POLL,0.112067695,0.0,0,6,5.65184626978E-4,153,0.0,10.0,0.0,0.112067695,153,0.0,6,3.4716662071E-5,153,5.65184626978E-4,88.979065,-158.0328
n6261,CUISINE,0.039131921,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.039131921,153,0.0,2,3.22069315314E-5,153,1.88394875659E-4,-316.0003,118.81024
n6308,DAVIDSON,0.3918919,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.3918919,153,0.0,1,4.15556851346E-5,153,9.41974378297E-5,-267.58167,476.6526
n6309,DAVINCI,0.02631579,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02631579,153,0.0,1,3.0820580017E-5,153,9.41974378297E-5,-173.61157,139.6897
n6260,CUFF LINK,0.15753424,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.15753424,153,0.0,1,3.3870560194E-5,153,9.41974378297E-5,-6.9412537,-233.64267
n6302,DARWIN,0.013888889,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013888889,153,0.0,1,2.96942720706E-5,153,9.41974378297E-5,211.3081,-173.5567
n6303,DATES,0.027027028,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.027027028,153,0.0,2,2.99131017195E-5,153,1.88394875659E-4,496.74097,-119.802185
n6300,DARTH VADER,0.013157895,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013157895,153,0.0,1,2.96478193418E-5,153,9.41974378297E-5,394.40546,-341.48706
n6301,DARTS,0.04054054,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.04054054,153,0.0,1,3.04787058907E-5,153,9.41974378297E-5,-480.4034,-278.568
n6306,DAVID,0.046905683,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.046905683,153,0.0,2,3.28086222704E-5,153,1.88394875659E-4,-247.38641,209.40552
n6307,DAVID BOWIE,0.05050505,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.05050505,153,0.0,1,3.06445593587E-5,153,9.41974378297E-5,-363.89618,446.2893
n6304,DATING,0.026578367,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.026578367,153,0.0,2,3.00505005619E-5,153,1.88394875659E-4,361.49023,-417.2369
n6305,DATSUN,0.011111111,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.011111111,153,0.0,1,7.22787159931E-5,153,9.41974378297E-5,17.27948,38.151855
n6262,CULINARY,0.013793103,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013793103,153,0.0,1,2.934416546E-5,153,9.41974378297E-5,-64.08612,210.66797
n2159,HORROR,0.598248827,0.877551035,11,23,0.00113036925396,153,0.00103617181613,10.0,0.00759217366117,1.475799862,153,1.71809382367E-4,12,1.95453267853E-4,153,0.00216654107008,224.48871,165.4992
n10320,UNSTOPPABLE,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.98017976394E-5,153,9.41974378297E-5,-44.155243,-356.00543
n6265,CUPCAKE,0.034013607,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.034013607,153,0.0,1,3.03719590045E-5,153,9.41974378297E-5,313.32306,-318.29562
n9638,SOFTY,0.01369863,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.01369863,153,0.0,1,3.01105358552E-5,153,9.41974378297E-5,-387.32828,-180.95694
n6264,CULTURED,0.02,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02,153,0.0,1,2.96433359576E-5,153,9.41974378297E-5,-358.13416,254.38025
n9637,SOFTWARE,0.034013607,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.034013607,153,0.0,1,3.71526928922E-5,153,9.41974378297E-5,477.16125,246.69238
n6267,CURAD,0.021428572,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.021428572,153,0.0,1,2.98851527634E-5,153,9.41974378297E-5,-425.27097,437.46075
n2624,MAJOR,1.125804183,0.769230769,10,33,0.00216654107008,153,9.41974378297E-4,10.0,0.00769682227279,1.895034952,153,4.59939067613E-4,23,1.46210098089E-4,153,0.00310851544838,-69.002014,-179.621
n6266,CUPID,0.08275862,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.08275862,153,0.0,1,3.16244588369E-5,153,9.41974378297E-5,-408.15875,-268.6015
n2627,MAKE UP,1.806896283,0.691729313,21,43,0.00207234363225,153,0.00197814619442,10.0,0.00755607791706,2.498625596,153,0.00116870490459,22,1.23770686997E-4,153,0.00405048982668,19.420654,-179.22366
n9634,SOD,0.033515303,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.033515303,153,0.0,2,2.97696384221E-5,153,1.88394875659E-4,-433.59863,-404.35004
n9676,SPARRING,0.020134227,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.020134227,153,0.0,1,2.95365518209E-5,153,9.41974378297E-5,495.6906,-126.827545
n9633,SOCRATES,0.138421055,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.138421055,153,0.0,2,3.37054974251E-5,153,1.88394875659E-4,342.1765,260.86816
n2152,HOPELESS,0.147639264,0.552631584,18,23,4.70987189148E-4,153,0.00169555388093,10.0,0.0072364599844,0.700270848,153,1.33287377881E-4,5,3.64035645387E-5,153,0.00216654107008,-55.889038,-63.63452
n10096,TODDLER,0.028472997,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.028472997,153,0.0,2,3.07543755717E-5,153,1.88394875659E-4,-246.54678,-219.3121
n10097,TOED,0.02020202,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02020202,153,0.0,1,2.94783874569E-5,153,9.41974378297E-5,-45.086456,-253.22131
n10094,TOASTED,0.013071896,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013071896,153,0.0,1,2.92912619546E-5,153,9.41974378297E-5,333.76526,-187.41586
n10095,TOCK,0.34615386,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.34615386,153,0.0,1,5.90469520155E-5,153,9.41974378297E-5,-62.733215,-453.07382
n10092,TO THE POINT,0.02027027,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02027027,153,0.0,1,2.99259944571E-5,153,9.41974378297E-5,-390.71237,97.984375
n7471,I.O.U.,0.013513514,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013513514,153,0.0,1,2.96147175886E-5,153,9.41974378297E-5,-99.70087,286.6942
n3879,SERMON,0.053750448,0.870748303,12,14,1.88394875659E-4,153,0.00113036925396,10.0,0.00789561342793,0.924498751,153,8.23950268722E-5,2,3.18170106585E-5,153,0.00131876412962,-290.9319,476.15808
n3878,SERIOUS,0.200375484,0.652173909,20,27,6.59382064808E-4,153,0.00188394875659,10.0,0.00728756968799,0.852549393,153,4.21887384767E-4,7,4.67381783946E-5,153,0.0025433308214,-443.7051,357.62708
n3877,SERIES,0.019736841,0.787671225,17,18,9.41974378297E-5,153,0.0016013564431,10.0,0.00836327367312,0.807408066,153,5.84884891885E-5,1,2.98526006178E-5,153,0.00169555388093,467.32123,50.53723
n3876,SERIAL,0.020689655,0.797297276,8,9,9.41974378297E-5,153,7.53579502638E-4,10.0,0.00812063080772,0.817986931,153,2.07740180838E-5,1,3.13351913265E-5,153,8.47776940467E-4,-165.29944,-434.44272
n3875,SERGEANT,0.395210348,0.86394559,16,27,0.00103617181613,153,0.00150715900528,10.0,0.00776416075108,1.259155938,153,5.44002405207E-4,11,4.7880649634E-5,153,0.0025433308214,-432.3621,223.518
n3874,SERENE,0.140483786,0.666666669,8,11,2.82592313489E-4,153,7.53579502638E-4,10.0,0.0075344596642,0.807150455,153,8.58470102275E-5,3,5.34345288109E-5,153,0.00103617181613,167.72485,-397.5533
n3873,SEPARATE,1.230761467,0.826388895,10,34,0.00226073850791,153,9.41974378297E-4,10.0,0.00799624716035,2.057150362,153,3.24530805357E-4,24,1.75484938897E-4,153,0.00320271288621,133.76477,-48.98712
n3872,SENTRY,0.0,0.577319578,6,6,0.0,153,5.65184626978E-4,10.0,0.00767050918196,0.577319578,153,0.0,0,2.87345249016E-5,153,5.65184626978E-4,-149.39746,442.36432
n3871,SENTENCE,1.263180817,0.802816907,18,37,0.00178975131876,153,0.00169555388093,10.0,0.00795366015112,2.065997724,153,6.10291134419E-4,19,1.75689814678E-4,153,0.0034853051997,-396.06134,308.9317
n3870,SENSITIVE,0.37491127,0.790540544,23,30,6.59382064808E-4,153,0.00216654107008,10.0,0.00732506106377,1.165451814,153,5.96030627345E-4,7,5.49490943404E-5,153,0.00282592313489,-456.532,-67.00461
n10322,UNTAMED,0.048387095,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.048387095,153,0.0,1,3.77168571291E-5,153,9.41974378297E-5,-160.93942,-362.3501
n2797,MONARCH,0.054754695,0.777777816,10,12,1.88394875659E-4,153,9.41974378297E-4,10.0,0.00782706901255,0.832532511,153,5.9881706121E-5,2,5.51497061063E-5,153,0.00113036925396,149.67566,-430.27722
n8790,PLIABLE,0.03521127,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.03521127,153,0.0,1,3.06908587756E-5,153,9.41974378297E-5,238.87463,-390.08798
n10323,UNTHOUGHTFUL,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.99257475098E-5,153,9.41974378297E-5,189.62451,379.5927
n9518,SILHOUETTE,0.013333334,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013333334,153,0.0,1,2.93119563003E-5,153,9.41974378297E-5,-413.9928,-174.57785
n1655,FILM,0.875496248,0.884057962,12,30,0.00169555388093,153,0.00113036925396,10.0,0.00776026602843,1.75955421,153,6.86802703799E-4,18,2.55911128272E-4,153,0.00282592313489,70.70471,25.517395
n10321,UNSUCCESSFUL,0.016666668,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.016666668,153,0.0,1,3.24072833527E-5,153,9.41974378297E-5,-180.6163,282.28912
n1657,FILTHY,0.10958904,0.870748286,7,8,9.41974378297E-5,153,6.59382064808E-4,10.0,0.00746034500293,0.980337326,153,0.0,1,1.784232993E-4,153,7.53579502638E-4,351.41266,-346.68506
n1656,FILTH,0.070823424,0.846666637,8,10,1.88394875659E-4,153,7.53579502638E-4,10.0,0.00741670569204,0.917490061,153,6.85782194581E-5,2,6.22501920296E-5,153,9.41974378297E-4,374.55573,261.39502
n1651,FIGHTER,0.512154362,0.777027001,13,20,6.59382064808E-4,153,0.00122456669179,10.0,0.00802132098437,1.289181363,153,2.90445797472E-5,7,7.30039594305E-5,153,0.00188394875659,-104.263214,-375.77228
n1650,FIGHT,7.794351233,0.743243242,24,114,0.00847776940467,153,0.00226073850791,10.0,0.00765144474648,8.537594475,153,0.00427210449588,90,6.97771252957E-4,153,0.0107385079126,458.88232,289.84528
n1653,FILE,0.2439496365,0.734265734,16,27,0.00103617181613,153,0.00150715900528,10.0,0.00807329937407,0.9782153705,153,6.482984473E-4,11,7.89770351127E-5,153,0.0025433308214,132.93213,-279.2139
n10327,UNTOUCHED,0.04028278,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.04028278,153,0.0,2,3.14929740189E-5,153,1.88394875659E-4,330.34912,303.16687
n10328,UNTRUSTWORTHY,0.034113773,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.034113773,153,0.0,2,3.22856711008E-5,153,1.88394875659E-4,-198.95502,-174.16531
n10329,UNUSABLE,0.013513514,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013513514,153,0.0,1,2.91592961589E-5,153,9.41974378297E-5,-370.8678,202.05359
n1659,FINAL,0.324706352,0.897435886,8,21,0.00122456669179,153,7.53579502638E-4,10.0,0.00739374167279,1.222142238,153,4.00483313166E-5,13,6.11095028457E-5,153,0.00197814619442,-413.873,403.71484
n1658,FIN,0.092935371,0.932885901,12,17,4.70987189148E-4,153,0.00113036925396,10.0,0.00790310564546,1.025821272,153,4.81391946177E-4,5,4.80789972893E-5,153,0.0016013564431,-131.40222,-247.31956
n1309,DISSIMILAR,0.054077732,0.796052633,12,15,2.82592313489E-4,153,0.00113036925396,10.0,0.0069655937469,0.850130365,153,2.79344431977E-4,3,5.10220107031E-5,153,0.00141296156745,234.4212,354.70764
n1308,DISREGARD,0.02173913,0.771241841,10,11,9.41974378297E-5,153,9.41974378297E-4,10.0,0.00704097348545,0.792980971,153,1.47601128914E-4,1,3.12065035397E-5,153,0.00103617181613,-156.77734,-316.0641
n5044,49'ER,0.02,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02,153,0.0,1,2.93623241228E-5,153,9.41974378297E-5,49.81555,154.76459
n5045,666,0.013157895,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013157895,153,0.0,1,3.00163351032E-5,153,9.41974378297E-5,427.68127,-309.13153
n5514,BIKINI,0.034916068,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.034916068,153,0.0,2,3.01595832398E-5,153,1.88394875659E-4,-426.56937,-279.88528
n5047,7-ELEVEN,0.026402928,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.026402928,153,0.0,2,2.98583011276E-5,153,1.88394875659E-4,306.8896,488.9546
n5030,20/20,0.045751635,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.045751635,153,0.0,1,3.08856637819E-5,153,9.41974378297E-5,464.61487,-437.62485
n5512,BIKER,0.027027028,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.027027028,153,0.0,1,2.95623476108E-5,153,9.41974378297E-5,-319.18246,432.914
n5041,44 D,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.93257090966E-5,153,9.41974378297E-5,-166.87515,-390.01422
n5510,BIGGOT,0.013245033,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013245033,153,0.0,1,2.9249172793E-5,153,9.41974378297E-5,-135.505,330.23682
n10326,UNTIL,0.053873874,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.053873874,153,0.0,2,3.09032636227E-5,153,1.88394875659E-4,132.43878,-207.95242
n5511,BIGOTRY,0.048611112,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.048611112,153,0.0,1,3.13917776949E-5,153,9.41974378297E-5,-202.02606,22.070862
n9028,RAILING,0.013513514,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013513514,153,0.0,1,2.91385169727E-5,153,9.41974378297E-5,-148.79688,277.77557
n9029,RAIN FOREST,0.040816326,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.040816326,153,0.0,1,3.06370631943E-5,153,9.41974378297E-5,47.414673,466.79333
n9026,RAID,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.93585641854E-5,153,9.41974378297E-5,-193.96262,475.43927
n9027,RAIDERS,0.013071896,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013071896,153,0.0,1,2.948920984E-5,153,9.41974378297E-5,-37.27307,-218.7955
n9024,RAGTIME,0.027210884,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.027210884,153,0.0,1,3.01178010225E-5,153,9.41974378297E-5,130.41742,-108.05582
n9025,RAH,0.032894738,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.032894738,153,0.0,1,3.08934841207E-5,153,9.41974378297E-5,-272.3274,-186.94
n9022,RAGGED,0.026936333,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.026936333,153,0.0,2,2.9774672893E-5,153,1.88394875659E-4,273.13715,-152.17917
n9023,RAGING,0.045751635,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.045751635,153,0.0,1,3.04574953551E-5,153,9.41974378297E-5,-279.82422,322.2409
n9020,RAE,0.02739726,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02739726,153,0.0,1,3.09794000437E-5,153,9.41974378297E-5,-406.8318,378.39136
n9021,RAFFLE,0.013986014,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013986014,153,0.0,1,2.98370152888E-5,153,9.41974378297E-5,-89.86749,-333.52618
n5028,2 LIVE CREW,0.019736841,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.019736841,153,0.0,1,2.94624517812E-5,153,9.41974378297E-5,290.90765,214.76605
n5029,2 X 4,0.013157895,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013157895,153,0.0,1,3.35690871095E-5,153,9.41974378297E-5,-194.17822,-52.06723
n5022,1 TO 10,0.015151516,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.015151516,153,0.0,1,2.94608830233E-5,153,9.41974378297E-5,38.559387,359.21185
n5023,10,0.015384615,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.015384615,153,0.0,1,3.06503179776E-5,153,9.41974378297E-5,246.94434,-77.27643
n5020,%,0.02631579,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02631579,153,0.0,1,2.96995313178E-5,153,9.41974378297E-5,-486.8088,-348.6103
n5021,007,0.05263158,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.05263158,153,0.0,1,3.11448601787E-5,153,9.41974378297E-5,76.03967,-78.26059
n5026,1930S,0.013605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013605442,153,0.0,1,2.92661990865E-5,153,9.41974378297E-5,-281.94202,157.81995
n5027,1978,0.08974359,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.08974359,153,0.0,1,3.74982868525E-5,153,9.41974378297E-5,488.26007,422.2915
